Colname,VarValue,Clicks,Freq,CTR
C14,21982,21,444,0.047297297
C14,21983,21,411,0.051094891
C14,22166,21,104,0.201923077
C14,22750,21,98,0.214285714
C14,22804,21,92,0.22826087
C14,22958,21,98,0.214285714
C14,22994,21,200,0.105
C14,23209,21,98,0.214285714
C14,21202,21,121,0.173553719
C14,20750,20,158,0.126582278
C14,16406,20,340,0.058823529
C14,17163,20,3242,0.006169031
C14,18468,20,246,0.081300813
C14,18503,20,263,0.076045627
C14,19216,20,373,0.053619303
C14,20146,20,126,0.158730159
C14,21476,20,79,0.253164557
C14,21628,20,201,0.099502488
C14,21848,20,108,0.185185185
C14,21980,20,463,0.043196544
C14,21985,20,405,0.049382716
C14,22715,20,255,0.078431373
C14,22904,20,87,0.229885057
C14,9236,20,409,0.048899756
C14,21632,19,186,0.102150538
C14,1275,19,61,0.31147541
C14,15841,19,55,0.345454545
C14,18489,19,239,0.079497908
C14,20144,19,109,0.174311927
C14,21296,19,58,0.327586207
C14,21654,19,378,0.05026455
C14,21849,19,112,0.169642857
C14,22179,19,84,0.226190476
C14,22195,19,179,0.106145251
C14,22305,19,284,0.066901408
C14,22615,19,225,0.084444444
C14,22745,19,228,0.083333333
C14,22751,19,88,0.215909091
C14,23210,19,109,0.174311927
C14,451,19,51,0.37254902
C14,22026,18,148,0.121621622
C14,1270,18,60,0.3
C14,16204,18,217,0.082949309
C14,18539,18,229,0.07860262
C14,18602,18,162,0.111111111
C14,20288,18,251,0.071713147
C14,21744,18,115,0.156521739
C14,21774,18,63,0.285714286
C14,21775,18,82,0.219512195
C14,21777,18,79,0.227848101
C14,22338,18,179,0.100558659
C14,22607,18,106,0.169811321
C14,22962,18,150,0.12
C14,23045,18,83,0.21686747
C14,23424,18,208,0.086538462
C14,10743,17,120,0.141666667
C14,11325,17,185,0.091891892
C14,19740,17,87,0.195402299
C14,20295,17,175,0.097142857
C14,21571,17,130,0.130769231
C14,21652,17,392,0.043367347
C14,21847,17,106,0.160377358
C14,21984,17,420,0.04047619
C14,22161,17,484,0.035123967
C14,22256,17,100,0.17
C14,17026,16,100,0.16
C14,20477,16,101,0.158415842
C14,21157,16,62,0.258064516
C14,21619,16,165,0.096969697
C14,21626,16,166,0.096385542
C14,21745,16,108,0.148148148
C14,22343,16,171,0.093567251
C14,22418,16,159,0.100628931
C14,22523,16,157,0.101910828
C14,22587,16,761,0.021024967
C14,22752,16,86,0.186046512
C14,10742,15,103,0.145631068
C14,16250,15,186,0.080645161
C14,18454,15,175,0.085714286
C14,20282,15,241,0.062240664
C14,20510,15,62,0.241935484
C14,21160,15,67,0.223880597
C14,21201,15,122,0.12295082
C14,21653,15,380,0.039473684
C14,22092,15,352,0.042613636
C14,22238,15,240,0.0625
C14,22919,15,406,0.036945813
C14,23379,15,198,0.075757576
C14,19436,14,134,0.104477612
C14,10740,14,102,0.137254902
C14,18532,14,281,0.049822064
C14,20360,14,88,0.159090909
C14,21200,14,89,0.157303371
C14,21568,14,121,0.115702479
C14,21617,14,192,0.072916667
C14,21851,14,93,0.150537634
C14,21951,14,78,0.179487179
C14,21987,14,421,0.033254157
C14,22172,14,91,0.153846154
C14,22174,14,88,0.159090909
C14,22265,14,160,0.0875
C14,22841,14,92,0.152173913
C14,10739,13,109,0.119266055
C14,18546,13,187,0.069518717
C14,18588,13,228,0.057017544
C14,18953,13,144,0.090277778
C14,21557,13,107,0.121495327
C14,21561,13,107,0.121495327
C14,21569,13,100,0.13
C14,21620,13,173,0.075144509
C14,21845,13,97,0.134020619
C14,21850,13,112,0.116071429
C14,21887,13,147,0.088435374
C14,22155,13,354,0.036723164
C14,22177,13,89,0.146067416
C14,22298,13,255,0.050980392
C14,22406,13,163,0.079754601
C14,22748,13,90,0.144444444
C14,22802,13,84,0.154761905
C14,9438,13,793,0.016393443
C14,15390,12,58,0.206896552
C14,17209,12,88,0.136363636
C14,17444,12,56,0.214285714
C14,18311,12,211,0.056872038
C14,18553,12,247,0.048582996
C14,19986,12,73,0.164383562
C14,20143,12,63,0.19047619
C14,21158,12,65,0.184615385
C14,21950,12,74,0.162162162
C14,21954,12,61,0.196721311
C14,22117,12,94,0.127659574
C14,22154,12,428,0.028037383
C14,22173,12,86,0.139534884
C14,22178,12,77,0.155844156
C14,22187,12,59,0.203389831
C14,22304,12,260,0.046153846
C14,22362,12,71,0.169014085
C14,22411,12,157,0.076433121
C14,22729,12,58,0.206896552
C14,22735,12,206,0.058252427
C14,22749,12,86,0.139534884
C14,22805,12,85,0.141176471
C14,22806,12,98,0.12244898
C14,22821,12,215,0.055813953
C14,23455,12,200,0.06
C14,7710,12,54,0.222222222
C14,17208,11,106,0.103773585
C14,18496,11,183,0.06010929
C14,18581,11,162,0.067901235
C14,20364,11,69,0.15942029
C14,21243,11,51,0.215686275
C14,21325,11,56,0.196428571
C14,21891,11,158,0.069620253
C14,21997,11,112,0.098214286
C14,22181,11,55,0.2
C14,22350,11,176,0.0625
C14,22727,11,58,0.189655172
C14,22761,11,76,0.144736842
C14,22808,11,86,0.127906977
C14,22816,11,142,0.077464789
C14,22850,11,245,0.044897959
C14,22913,11,143,0.076923077
C14,23042,11,68,0.161764706
C14,23048,11,75,0.146666667
C14,23208,11,50,0.22
C14,10741,10,115,0.086956522
C14,16251,10,180,0.055555556
C14,19741,10,103,0.097087379
C14,19999,10,55,0.181818182
C14,21567,10,122,0.081967213
C14,21616,10,173,0.057803468
C14,21723,10,157,0.063694268
C14,22003,10,115,0.086956522
C14,22159,10,378,0.026455026
C14,22176,10,89,0.112359551
C14,22275,10,454,0.022026432
C14,22459,10,165,0.060606061
C14,22530,10,160,0.0625
C14,22575,10,108,0.092592593
C14,22765,10,156,0.064102564
C14,23046,10,101,0.099009901
C14,16252,10,182,0.054945055
C14,19984,10,76,0.131578947
C14,20285,10,154,0.064935065
C14,21137,10,192,0.052083333
C14,21880,10,107,0.093457944
C14,22156,10,373,0.026809651
C14,22273,10,516,0.019379845
C14,23041,10,62,0.161290323
C14,21331,10,52,0.192307692
C14,22175,10,87,0.114942529
C14,22728,10,85,0.117647059
C14,20262,9,73,0.123287671
C14,21161,9,54,0.166666667
C14,21478,9,56,0.160714286
C14,21952,9,73,0.123287671
C14,18952,9,127,0.070866142
C14,20135,9,63,0.142857143
C14,21609,9,311,0.028938907
C14,21205,9,144,0.0625
C14,21703,9,59,0.152542373
C14,21996,9,108,0.083333333
C14,22220,9,219,0.04109589
C14,22236,9,250,0.036
C14,22290,9,92,0.097826087
C14,22730,9,80,0.1125
C14,22739,9,252,0.035714286
C14,22741,9,290,0.031034483
C14,22800,9,105,0.085714286
C14,18447,9,177,0.050847458
C14,22090,9,340,0.026470588
C14,22742,9,246,0.036585366
C14,22768,9,67,0.134328358
C14,23012,9,179,0.05027933
C14,23456,9,341,0.026392962
C14,22293,9,85,0.105882353
C14,22283,8,58,0.137931034
C14,20294,8,50,0.16
C14,21194,8,153,0.052287582
C14,21197,8,129,0.062015504
C14,21738,8,209,0.038277512
C14,21892,8,156,0.051282051
C14,22001,8,95,0.084210526
C14,22157,8,291,0.027491409
C14,22185,8,53,0.150943396
C14,22301,8,89,0.08988764
C14,22628,8,63,0.126984127
C14,22639,8,96,0.083333333
C14,22641,8,80,0.1
C14,22771,8,53,0.150943396
C14,22807,8,86,0.093023256
C14,22818,8,183,0.043715847
C14,23016,8,184,0.043478261
C14,23018,8,96,0.083333333
C14,18954,8,113,0.07079646
C14,21690,8,143,0.055944056
C14,21888,8,130,0.061538462
C14,22461,8,171,0.046783626
C14,22637,8,72,0.111111111
C14,23145,8,186,0.043010753
C14,19985,8,70,0.114285714
C14,21693,8,68,0.117647059
C14,21698,8,68,0.117647059
C14,21327,7,54,0.12962963
C14,22188,7,61,0.114754098
C14,21192,7,154,0.045454545
C14,21876,7,152,0.046052632
C14,14985,7,72,0.097222222
C14,17171,7,150,0.046666667
C14,18316,7,195,0.035897436
C14,18946,7,84,0.083333333
C14,19982,7,79,0.088607595
C14,20131,7,74,0.094594595
C14,20353,7,77,0.090909091
C14,21766,7,132,0.053030303
C14,21998,7,131,0.053435115
C14,21999,7,99,0.070707071
C14,22000,7,97,0.072164948
C14,22002,7,94,0.074468085
C14,22200,7,225,0.031111111
C14,22245,7,79,0.088607595
C14,22297,7,94,0.074468085
C14,22299,7,98,0.071428571
C14,22310,7,91,0.076923077
C14,22467,7,116,0.060344828
C14,22592,7,95,0.073684211
C14,22638,7,72,0.097222222
C14,22819,7,225,0.031111111
C14,22942,7,72,0.097222222
C14,23047,7,80,0.0875
C14,21771,7,377,0.018567639
C14,22490,7,185,0.037837838
C14,23373,7,53,0.132075472
C14,23439,7,179,0.039106145
C14,22218,7,51,0.137254902
C14,21889,6,143,0.041958042
C14,22469,6,108,0.055555556
C14,14266,6,100,0.06
C14,17170,6,166,0.036144578
C14,19742,6,70,0.085714286
C14,19983,6,76,0.078947368
C14,20133,6,71,0.084507042
C14,20390,6,159,0.037735849
C14,21204,6,113,0.053097345
C14,21699,6,63,0.095238095
C14,21890,6,153,0.039215686
C14,22115,6,94,0.063829787
C14,22152,6,192,0.03125
C14,22158,6,110,0.054545455
C14,22202,6,219,0.02739726
C14,22294,6,87,0.068965517
C14,22590,6,106,0.056603774
C14,22817,6,125,0.048
C14,9335,6,66,0.090909091
C14,19215,6,129,0.046511628
C14,21333,6,56,0.107142857
C14,22198,6,251,0.023904382
C14,22284,6,56,0.107142857
C14,22491,6,208,0.028846154
C14,22687,6,155,0.038709677
C14,21705,6,53,0.113207547
C14,22373,6,51,0.117647059
C14,22760,6,53,0.113207547
C14,15006,5,70,0.071428571
C14,15017,5,73,0.068493151
C14,15829,5,128,0.0390625
C14,20284,5,76,0.065789474
C14,21195,5,127,0.039370079
C14,21196,5,125,0.04
C14,21700,5,59,0.084745763
C14,21704,5,60,0.083333333
C14,22191,5,126,0.03968254
C14,22240,5,78,0.064102564
C14,22291,5,98,0.051020408
C14,22468,5,118,0.042372881
C14,22770,5,72,0.069444444
C14,22799,5,55,0.090909091
C14,22895,5,78,0.064102564
C14,22941,5,51,0.098039216
C14,23408,5,88,0.056818182
C14,21570,5,103,0.048543689
C14,22186,4,268,0.014925373
C14,22247,4,175,0.022857143
C14,18949,4,59,0.06779661
C14,19176,4,122,0.032786885
C14,20000,4,59,0.06779661
C14,21730,4,92,0.043478261
C14,21748,4,97,0.041237113
C14,21817,4,134,0.029850746
C14,21860,4,83,0.048192771
C14,21886,4,149,0.026845638
C14,22119,4,52,0.076923077
C14,22160,4,195,0.020512821
C14,22189,4,354,0.011299435
C14,22300,4,82,0.048780488
C14,22302,4,77,0.051948052
C14,22306,4,81,0.049382716
C14,22308,4,76,0.052631579
C14,22504,4,159,0.025157233
C14,22543,4,99,0.04040404
C14,22630,4,53,0.075471698
C14,22766,4,54,0.074074074
C14,22767,4,50,0.08
C14,22796,4,57,0.070175439
C14,22939,4,60,0.066666667
C14,23015,4,102,0.039215686
C14,21618,4,165,0.024242424
C14,14983,3,73,0.04109589
C14,15005,3,62,0.048387097
C14,15010,3,53,0.056603774
C14,17234,3,78,0.038461538
C14,18314,3,219,0.01369863
C14,20129,3,68,0.044117647
C14,20130,3,54,0.055555556
C14,21692,3,77,0.038961039
C14,21702,3,55,0.054545455
C14,21734,3,68,0.044117647
C14,21755,3,60,0.05
C14,22296,3,84,0.035714286
C14,22309,3,95,0.031578947
C14,22314,3,93,0.032258065
C14,22466,3,108,0.027777778
C14,22542,3,100,0.03
C14,22544,3,126,0.023809524
C14,22548,3,97,0.030927835
C14,22763,3,73,0.04109589
C14,22764,3,76,0.039473684
C14,22797,3,67,0.044776119
C14,22798,3,109,0.027522936
C14,23123,3,71,0.042253521
C14,23136,3,62,0.048387097
C14,22591,3,119,0.025210084
C14,14988,2,62,0.032258065
C14,15839,2,77,0.025974026
C14,18945,2,79,0.025316456
C14,20001,2,1400,0.001428571
C14,20290,2,56,0.035714286
C14,20291,2,54,0.037037037
C14,21135,2,75,0.026666667
C14,21695,2,100,0.02
C14,21737,2,82,0.024390244
C14,22024,2,88,0.022727273
C14,22153,2,153,0.013071895
C14,22192,2,216,0.009259259
C14,22311,2,104,0.019230769
C14,22313,2,79,0.025316456
C14,22318,2,111,0.018018018
C14,22820,2,101,0.01980198
C14,22822,2,156,0.012820513
C14,22823,2,109,0.018348624
C14,23049,2,80,0.025
C14,23107,2,59,0.033898305
C14,23111,2,75,0.026666667
C14,23118,2,70,0.028571429
C14,23125,2,59,0.033898305
C14,23403,2,141,0.014184397
C14,7693,2,62,0.032258065
C14,20287,1,65,0.015384615
C14,21696,1,55,0.018181818
C14,21819,1,132,0.007575758
C14,22242,1,132,0.007575758
C14,22278,1,152,0.006578947
C14,22316,1,105,0.00952381
C14,22705,1,202,0.004950495
C14,22707,1,209,0.004784689
C14,23415,1,116,0.00862069
C14,22222,1,74,0.013513514
C14,22307,1,83,0.012048193
C14,16340,0,148,0
C14,16342,0,148,0
C14,18947,0,78,0
C14,21741,0,157,0
C14,22280,0,150,0
C14,22295,0,80,0
C14,22303,0,77,0
C14,22586,0,55,0
C14,22724,0,75,0
C14,22726,0,74,0
C14,23129,0,64,0
C14,23419,0,95,0
C14,9437,0,62,0
C15,320,336564,2111126,0.159423928
C15,300,48711,130452,0.373401711
C15,216,2472,20001,0.12359382
C15,728,287,4409,0.065094126
C15,Other,68,148,0.459459459
C15,480,36,130,0.276923077
C15,120,4,151,0.026490066
C16,50,339226,2130588,0.15921708
C16,250,44750,104811,0.426959002
C16,36,2472,20001,0.12359382
C16,480,1299,6179,0.210228192
C16,90,287,4409,0.065094126
C16,Other,68,148,0.459459459
C16,320,36,130,0.276923077
C16,20,4,151,0.026490066
C17,1722,54186,282536,0.19178441
C17,423,14306,57378,0.249329011
C17,1994,14062,35481,0.396324794
C17,1872,12383,40841,0.303200215
C17,2502,11801,59913,0.196968938
C17,2374,11761,46599,0.25238739
C17,1993,10038,27691,0.362500451
C17,2227,9409,85497,0.110050645
C17,2299,9344,38029,0.245707223
C17,1800,9302,78056,0.119170852
C17,2545,8135,36528,0.222705869
C17,2162,7829,15390,0.508706953
C17,2295,7237,12511,0.578450963
C17,2528,7100,49124,0.144532204
C17,1863,6356,39548,0.160716092
C17,2331,6279,13034,0.481740064
C17,2333,6009,36050,0.16668516
C17,2506,5721,56595,0.101086668
C17,2495,4894,17028,0.287408973
C17,1899,4824,18144,0.265873016
C17,178,4728,17622,0.268300987
C17,2526,4133,33997,0.12156955
C17,572,4129,17072,0.241858013
C17,1873,3873,26636,0.145404715
C17,2512,3787,10382,0.364765941
C17,2253,3667,11296,0.324628187
C17,1973,3584,20055,0.178708551
C17,761,3559,23682,0.150282915
C17,2060,3538,15028,0.235427203
C17,112,3457,16328,0.211722195
C17,2647,3188,10720,0.29738806
C17,479,3046,13329,0.22852427
C17,2480,2938,51449,0.057105094
C17,2507,2740,31297,0.087548327
C17,2323,2652,12631,0.209959623
C17,2566,2635,24055,0.109540636
C17,2286,2598,4483,0.579522641
C17,1934,2467,8808,0.280086285
C17,2513,2445,21873,0.111781649
C17,2665,2413,30231,0.079818729
C17,2340,2313,20378,0.11350476
C17,122,2304,16374,0.140710883
C17,2229,2206,11366,0.19408763
C17,2676,2143,12042,0.177960472
C17,2684,2055,8339,0.246432426
C17,1887,2051,13644,0.150322486
C17,2523,2032,7383,0.275226873
C17,2616,1948,8413,0.231546416
C17,2424,1900,95096,0.01997981
C17,2281,1900,14776,0.128586898
C17,2467,1848,8374,0.220683067
C17,2201,1782,23777,0.074946377
C17,2624,1772,7874,0.22504445
C17,2420,1739,12192,0.142634514
C17,2316,1708,5796,0.29468599
C17,2283,1700,13649,0.124551249
C17,2550,1655,7158,0.231209835
C17,1780,1554,6659,0.233368374
C17,2039,1540,8202,0.187759083
C17,1921,1538,6239,0.246513864
C17,1974,1518,5361,0.283156128
C17,2443,1468,4023,0.364901815
C17,1882,1444,8243,0.17517894
C17,544,1400,6421,0.218034574
C17,2617,1373,7777,0.176546226
C17,571,1310,6252,0.209532949
C17,547,1219,9051,0.134681251
C17,2668,1214,5299,0.22909983
C17,2547,1207,5622,0.21469228
C17,2500,1185,5196,0.228060046
C17,2036,1148,20219,0.056778278
C17,1752,1124,4084,0.275220372
C17,2569,1119,2008,0.557270916
C17,2478,1037,6492,0.159735059
C17,576,1037,5705,0.181770377
C17,2615,1033,4317,0.239286542
C17,2496,1029,5023,0.204857655
C17,1447,1026,3545,0.289421721
C17,2572,928,10041,0.092421074
C17,1526,878,3252,0.2699877
C17,1092,857,7997,0.107165187
C17,2522,821,3839,0.213857775
C17,2504,775,6265,0.123703113
C17,2043,760,3138,0.242192479
C17,1926,744,2468,0.301458671
C17,906,688,8951,0.07686292
C17,2493,670,8406,0.079704973
C17,2524,661,7919,0.083470135
C17,2351,638,7153,0.089193345
C17,613,633,4326,0.146324549
C17,2303,632,2587,0.244298415
C17,2371,613,4474,0.137013858
C17,2546,564,3666,0.153846154
C17,2492,554,6031,0.09185873
C17,2657,550,4053,0.135701949
C17,2688,545,8789,0.06200933
C17,2561,529,2037,0.259695631
C17,2494,520,4983,0.104354806
C17,2338,512,4115,0.124422843
C17,2487,503,8167,0.061589323
C17,1991,497,1689,0.294256957
C17,2264,467,6469,0.072190447
C17,2225,456,1974,0.23100304
C17,2519,452,3741,0.120823309
C17,2654,447,3973,0.112509439
C17,2441,441,2213,0.199277
C17,2685,437,8532,0.05121894
C17,2672,431,1781,0.241998877
C17,2104,425,4699,0.090444775
C17,768,422,2852,0.147966339
C17,827,419,774,0.541343669
C17,2671,416,2364,0.175972927
C17,2505,411,5463,0.075233388
C17,2680,405,3512,0.115318907
C17,2369,405,6767,0.059849269
C17,2446,402,2414,0.166528583
C17,2161,395,4537,0.087061935
C17,2372,388,3769,0.102945078
C17,2602,385,3530,0.109065156
C17,1248,380,1572,0.24173028
C17,2553,365,1271,0.287175452
C17,2476,355,2225,0.159550562
C17,1895,347,2803,0.123795933
C17,2271,344,2021,0.170212766
C17,2520,342,1875,0.1824
C17,2482,335,2823,0.118668084
C17,2580,333,1490,0.223489933
C17,2533,329,1328,0.247740964
C17,2655,309,1508,0.204907162
C17,2348,307,5330,0.057598499
C17,2312,303,2175,0.139310345
C17,1272,299,801,0.373283396
C17,2667,294,1835,0.160217984
C17,2556,292,3400,0.085882353
C17,2535,289,2287,0.126366419
C17,2609,281,2672,0.105164671
C17,2619,275,5483,0.050155025
C17,1694,255,381,0.669291339
C17,Other,250,1847,0.135354629
C17,2284,246,593,0.414839798
C17,2537,244,1384,0.176300578
C17,2573,240,3444,0.069686411
C17,2650,240,1918,0.125130344
C17,2639,239,882,0.270975057
C17,2242,238,1379,0.172588832
C17,1528,218,1132,0.192579505
C17,1741,217,2316,0.093696028
C17,2497,213,3419,0.062298918
C17,2682,209,6960,0.030028736
C17,2181,208,2788,0.074605452
C17,2577,207,1294,0.159969088
C17,2601,205,1589,0.129011957
C17,1823,190,3634,0.052283985
C17,2199,185,678,0.272861357
C17,2649,183,4571,0.040035003
C17,1702,181,3711,0.048773915
C17,2498,174,4272,0.040730337
C17,2307,171,2846,0.060084329
C17,549,168,1019,0.164867517
C17,2518,165,234,0.705128205
C17,1939,163,545,0.299082569
C17,2325,160,1645,0.097264438
C17,2306,159,808,0.196782178
C17,2282,158,1719,0.091913903
C17,2638,155,762,0.203412073
C17,2627,154,1444,0.106648199
C17,2597,146,2892,0.050484094
C17,686,146,638,0.228840125
C17,2016,136,354,0.384180791
C17,2491,135,919,0.146898803
C17,2532,134,2971,0.045102659
C17,2683,131,3741,0.035017375
C17,1835,129,1640,0.078658537
C17,1769,125,1375,0.090909091
C17,2646,125,773,0.161707633
C17,2583,123,1108,0.11101083
C17,2285,120,344,0.348837209
C17,550,119,681,0.174743025
C17,2462,115,600,0.191666667
C17,2503,114,729,0.156378601
C17,2260,111,4299,0.025819958
C17,2544,111,1201,0.092422981
C17,2434,110,1142,0.096322242
C17,2515,109,3561,0.030609379
C17,2576,109,2653,0.041085564
C17,863,109,1835,0.059400545
C17,2663,108,291,0.371134021
C17,1740,105,1196,0.087792642
C17,2554,105,696,0.150862069
C17,196,104,346,0.300578035
C17,2471,101,375,0.269333333
C17,1401,100,549,0.182149362
C17,2454,99,1044,0.094827586
C17,2600,99,436,0.22706422
C17,2637,99,1718,0.057625146
C17,2439,92,496,0.185483871
C17,1076,92,665,0.138345865
C17,2660,91,390,0.233333333
C17,153,89,933,0.095391211
C17,2673,89,365,0.243835616
C17,1174,85,622,0.136655949
C17,2009,80,439,0.182232346
C17,2435,78,355,0.21971831
C17,394,77,1142,0.067425569
C17,2591,74,276,0.268115942
C17,2555,74,671,0.110283159
C17,2449,73,849,0.08598351
C17,2552,71,2474,0.028698464
C17,2440,69,383,0.180156658
C17,2551,68,277,0.245487365
C17,2421,67,305,0.219672131
C17,2578,67,1231,0.054427295
C17,2226,67,401,0.167082294
C17,2534,66,851,0.077555817
C17,901,65,1109,0.058611362
C17,2620,65,1807,0.035971223
C17,2681,64,1403,0.045616536
C17,2560,60,1219,0.049220673
C17,2641,58,481,0.120582121
C17,2485,57,433,0.131639723
C17,2429,56,412,0.13592233
C17,2489,55,1190,0.046218487
C17,2508,54,224,0.241071429
C17,2648,54,1305,0.04137931
C17,1008,54,220,0.245454545
C17,2158,53,2101,0.025226083
C17,2613,52,462,0.112554113
C17,2640,51,671,0.076005961
C17,2427,50,332,0.15060241
C17,1161,49,663,0.073906486
C17,2642,49,241,0.203319502
C17,2394,48,463,0.103671706
C17,2636,47,165,0.284848485
C17,1903,47,134,0.350746269
C17,2531,46,778,0.059125964
C17,1946,45,1325,0.033962264
C17,2579,45,546,0.082417582
C17,2610,44,208,0.211538462
C17,2635,44,148,0.297297297
C17,2278,43,374,0.114973262
C17,2645,42,740,0.056756757
C17,2631,42,281,0.149466192
C17,2587,40,478,0.083682008
C17,2608,39,1179,0.03307888
C17,2481,38,817,0.046511628
C17,1996,38,1385,0.027436823
C17,1784,37,319,0.115987461
C17,1809,35,548,0.063868613
C17,2292,35,221,0.158371041
C17,2644,35,412,0.084951456
C17,2425,34,694,0.048991354
C17,2594,34,106,0.320754717
C17,2611,34,550,0.061818182
C17,2661,34,352,0.096590909
C17,2263,33,263,0.125475285
C17,2539,33,100,0.33
C17,2643,33,277,0.119133574
C17,1884,32,1140,0.028070175
C17,2154,32,398,0.08040201
C17,2658,32,651,0.049155146
C17,2675,32,118,0.271186441
C17,1637,31,514,0.060311284
C17,2589,31,665,0.046616541
C17,2304,28,330,0.084848485
C17,2634,28,164,0.170731707
C17,2453,27,155,0.174193548
C17,2599,26,317,0.082018927
C17,2565,25,491,0.050916497
C17,2656,25,155,0.161290323
C17,2669,25,138,0.18115942
C17,2412,24,142,0.169014085
C17,2543,24,692,0.034682081
C17,1965,23,194,0.118556701
C17,2509,23,535,0.042990654
C17,2083,22,625,0.0352
C17,2450,22,106,0.20754717
C17,2455,21,152,0.138157895
C17,2548,21,520,0.040384615
C17,2397,20,158,0.126582278
C17,1955,20,3242,0.006169031
C17,2570,20,970,0.020618557
C17,2612,20,234,0.085470085
C17,2418,19,280,0.067857143
C17,2438,17,108,0.157407407
C17,2581,17,135,0.125925926
C17,1932,16,100,0.16
C17,2603,16,320,0.05
C17,2606,16,854,0.018735363
C17,1507,15,129,0.11627907
C17,1685,15,185,0.081081081
C17,2428,15,258,0.058139535
C17,2558,15,446,0.033632287
C17,2679,15,148,0.101351351
C17,2604,14,164,0.085365854
C17,898,14,892,0.015695067
C17,1960,13,316,0.041139241
C17,2153,13,305,0.042622951
C17,2590,13,393,0.03307888
C17,2633,12,206,0.058252427
C17,2588,10,165,0.060606061
C17,2527,9,107,0.08411215
C17,1160,7,109,0.064220183
C17,2339,6,159,0.037735849
C17,2557,6,251,0.023904382
C17,2187,5,135,0.037037037
C17,2542,4,146,0.02739726
C17,2574,3,216,0.013888889
C17,2625,2,480,0.004166667
C17,1698,1,102,0.009803922
C17,2571,1,420,0.002380952
C17,1821,0,426,0
C17,2630,0,149,0
C18,0,152680,946759,0.161265961
C18,2,116330,391796,0.296914721
C18,3,113360,759140,0.14932687
C18,1,5772,168722,0.034210121
C19,39,127699,525185,24.3%
C19,35,118134,698795,16.9%
C19,167,29386,182014,16.1%
C19,1327,14358,64122,22.4%
C19,1063,10553,29672,35.6%
C19,47,7739,60295,12.8%
C19,303,7185,21627,33.2%
C19,687,6531,35447,18.4%
C19,1319,6106,26785,22.8%
C19,679,5701,51648,11.0%
C19,431,4953,19784,25.0%
C19,297,4405,59590,7.4%
C19,175,4341,29226,14.9%
C19,163,4087,45379,9.0%
C19,41,3671,35944,10.2%
C19,935,3531,30949,11.4%
C19,291,2986,13368,22.3%
C19,161,2497,107161,2.3%
C19,34,2489,18492,13.5%
C19,547,2488,17486,14.2%
C19,169,2241,18542,12.1%
C19,171,2093,19600,10.7%
C19,1711,1554,6659,23.3%
C19,33,1133,19390,5.8%
C19,815,1064,10003,10.6%
C19,1065,1050,6924,15.2%
C19,1059,966,6776,14.3%
C19,427,960,15189,6.3%
C19,38,925,5510,16.8%
C19,675,808,6224,13.0%
C19,1451,724,9461,7.7%
C19,811,700,6665,10.5%
C19,559,529,5133,10.3%
C19,419,517,11917,4.3%
C19,551,494,3606,13.7%
C19,43,422,7839,5.4%
C19,299,421,4865,8.7%
C19,1071,419,774,54.1%
C19,809,405,6767,6.0%
C19,813,388,3769,10.3%
C19,681,347,2803,12.4%
C19,801,160,1645,9.7%
C19,1835,157,1332,11.8%
C19,1315,132,2410,5.5%
C19,673,122,1368,8.9%
C19,943,105,1196,8.8%
C19,423,99,1487,6.7%
C19,555,80,439,18.2%
C19,295,69,1835,3.8%
C19,1839,51,572,8.9%
C19,425,47,563,8.3%
C19,939,32,118,27.1%
C19,553,23,535,4.3%
C19,937,21,520,4.0%
C19,417,15,446,3.4%
C19,1583,14,231,6.1%
C19,Other,9,84,10.7%
C19,45,6,251,2.4%
C20,-1,204600,1054191,0.194082477
C20,100084,31081,142371,0.218309909
C20,100148,22482,96087,0.23397546
C20,100077,16313,91775,0.177749932
C20,100075,14992,89045,0.16836431
C20,100081,14634,76739,0.190698341
C20,100083,12395,62847,0.197225007
C20,100111,9171,101921,0.089981456
C20,100156,5679,59872,0.094852352
C20,100074,5587,33253,0.168014916
C20,100079,4462,32276,0.138245136
C20,100076,3753,24488,0.153258739
C20,100176,3408,26392,0.129130039
C20,100031,2459,12827,0.191704997
C20,100173,1529,5754,0.265728189
C20,100188,1504,11809,0.127360488
C20,100155,1440,8672,0.166051661
C20,100191,1308,14031,0.093222151
C20,100181,1148,9326,0.123096719
C20,100013,1139,8137,0.139977879
C20,100034,1132,5078,0.22292241
C20,100119,1081,6647,0.162629758
C20,100193,938,43394,0.021615892
C20,100182,927,7240,0.128038674
C20,100105,889,6562,0.135476989
C20,100221,867,3790,0.228759894
C20,100189,834,29059,0.028700231
C20,100233,814,5869,0.138694837
C20,100050,771,4255,0.18119859
C20,100101,735,3127,0.235049568
C20,100228,704,4470,0.157494407
C20,100162,698,4974,0.140329715
C20,100194,667,8135,0.081991395
C20,100160,648,5723,0.113227328
C20,100000,602,7116,0.084598089
C20,100048,595,2795,0.212880143
C20,100021,566,3089,0.183230819
C20,100200,566,4770,0.118658281
C20,100004,552,4736,0.116554054
C20,100128,550,2456,0.223941368
C20,100130,534,3221,0.165787023
C20,100094,488,4455,0.109539843
C20,100192,464,14375,0.032278261
C20,100019,433,2789,0.155252779
C20,100131,424,2574,0.164724165
C20,100199,394,4716,0.083545377
C20,100144,390,3097,0.125928318
C20,100217,388,2569,0.15103153
C20,100020,377,5163,0.073019562
C20,100028,368,2912,0.126373626
C20,100141,365,2250,0.162222222
C20,100103,350,2454,0.142624287
